reference_id,source_sheet,disease_name,microbe_name_raw,microbe_name_cn,microbe_key,genus_hint,taxon_level,abundance_change_raw,abundance_shift,microbe_role_raw,microbe_role_in_disease,disease_effect_on_microbe,desired_step1_effect,relation_confidence,mechanism_note,source_database,_merge_source_path,source_url,source_pmid_list,source_project_list,dominant_evidence_count,conflicting_evidence_count,dominant_pmid_count,conflicting_project_count,condition_comparator_list,node_label_list,condition1_id_list,condition2_id_list,source_branch_list
MDR_00891,gutm_disorder_human_phenotype,结直肠癌（CRC）,Fusobacteriaceae,,fusobacteriaceae,Fusobacteriaceae,family,increase; dominant_evidence=2; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; raw_human_phenotype; dominant_pmids=22761885; dominant_projects=PRJEB10878; comparators=Health; Health(gut swab); sequencing=16s rRNA gene sequencing; Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,22761885,PRJEB10878,2.0,0.0,1.0,0.0,Health;Health(gut swab),Colorectal Neoplasms(gut swab)/Health(gut swab);Colorectal Neoplasms/Health,D015179,D006262,literature_human_phenotype;raw_human_phenotype
MDR_00892,gutm_disorder_human_phenotype,结直肠癌（CRC）,Fusobacteriales,,fusobacteriales,Fusobacteriales,order,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJEB10878; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJEB10878,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00893,gutm_disorder_human_phenotype,结直肠癌（CRC）,Fusobacteriia,,fusobacteriia,Fusobacteriia,class,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJEB10878; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJEB10878,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00894,gutm_disorder_human_phenotype,结直肠癌（CRC）,Fusobacterium mortiferum,,fusobacteriummortiferum,Fusobacterium,species,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJEB10878; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJEB10878,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00895,gutm_disorder_human_phenotype,结直肠癌（CRC）,Fusobacterium varium,,fusobacteriumvarium,Fusobacterium,species,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJEB10878; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJEB10878,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00896,gutm_disorder_human_phenotype,结直肠癌（CRC）,Gemella,,gemella,Gemella,genus,increase; dominant_evidence=3; dominant_projects=2; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,"gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; raw_human_phenotype; dominant_pmids=22622349; dominant_projects=PRJDB4176,PRJEB10878; comparators=Health; sequencing=16s rRNA gene sequencing; Whole metagenomic sequencing; conflicting_evidence=none",gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,22622349,PRJDB4176;PRJEB10878,3.0,0.0,1.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,literature_human_phenotype;raw_human_phenotype
MDR_00897,gutm_disorder_human_phenotype,结直肠癌（CRC）,Gemella morbillorum,,gemellamorbillorum,Gemella,species,increase; dominant_evidence=2; dominant_projects=2; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,"gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB4176,PRJEB10878; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none",gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB4176;PRJEB10878,2.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00898,gutm_disorder_human_phenotype,结直肠癌（CRC）,Haemophilus,,haemophilus,Haemophilus,genus,decrease; dominant_evidence=2; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; raw_human_phenotype; dominant_pmids=22622349; dominant_projects=PRJEB10878; comparators=Health; sequencing=16s rRNA gene sequencing; Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,22622349,PRJEB10878,2.0,0.0,1.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,literature_human_phenotype;raw_human_phenotype
MDR_00899,gutm_disorder_human_phenotype,结直肠癌（CRC）,Holdemanella,,holdemanella,Holdemanella,genus,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA399638; comparators=Mucosal samples;Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA399638,1.0,0.0,0.0,0.0,Mucosal samples;Health,Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health,*;D015179,*;D006262,raw_human_phenotype
MDR_00900,gutm_disorder_human_phenotype,结直肠癌（CRC）,Holdemania,,holdemania,Holdemania,genus,increase; dominant_evidence=3; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,"gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; raw_human_phenotype; dominant_pmids=22622349,29687353; dominant_projects=PRJDB4176; comparators=Health; sequencing=16s rRNA gene sequencing; Whole metagenomic sequencing; conflicting_evidence=none",gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,22622349;29687353,PRJDB4176,3.0,0.0,2.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,literature_human_phenotype;raw_human_phenotype
MDR_00901,gutm_disorder_human_phenotype,结直肠癌（CRC）,Hyphomicrobiales,,hyphomicrobiales,Hyphomicrobiales,order,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA399638; comparators=Mucosal samples;Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA399638,1.0,0.0,0.0,0.0,Mucosal samples;Health,Adjacent Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health,*;D015179,*;D006262,raw_human_phenotype
MDR_00902,gutm_disorder_human_phenotype,结直肠癌（CRC）,Klebsiella,,klebsiella,Klebsiella,genus,increase; dominant_evidence=2; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; raw_human_phenotype; dominant_pmids=28153960; dominant_projects=PRJNA397219; comparators=Health; sequencing=16s rRNA gene sequencing; Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,28153960,PRJNA397219,2.0,0.0,1.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262;D009765,literature_human_phenotype;raw_human_phenotype
MDR_00903,gutm_disorder_human_phenotype,结直肠癌（CRC）,Klebsiella pneumoniae,,klebsiellapneumoniae,Klebsiella,species,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA397219; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA397219,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D009765,raw_human_phenotype
MDR_00904,gutm_disorder_human_phenotype,结直肠癌（CRC）,Lachnoclostridium,,lachnoclostridium,Lachnoclostridium,genus,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJEB10878; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJEB10878,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00905,gutm_disorder_human_phenotype,结直肠癌（CRC）,Lachnospira,,lachnospira,Lachnospira,genus,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJEB10878; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJEB10878,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00906,gutm_disorder_human_phenotype,结直肠癌（CRC）,Lachnospira eligens,,lachnospiraeligens,Lachnospira,species,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJEB10878; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJEB10878,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00907,gutm_disorder_human_phenotype,结直肠癌（CRC）,Lachnospira pectinoschiza,,lachnospirapectinoschiza,Lachnospira,species,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJEB10878; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJEB10878,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00908,gutm_disorder_human_phenotype,结直肠癌（CRC）,Lachnospiraceae unclassified,,lachnospiraceaeunclassified,Lachnospiraceae,genus,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJEB10878; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJEB10878,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00909,gutm_disorder_human_phenotype,结直肠癌（CRC）,Lactobacillus taiwanensis,,lactobacillustaiwanensis,Lactobacillus,species,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA399638; comparators=Mucosal samples;Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA399638,1.0,0.0,0.0,0.0,Mucosal samples;Health,Adjacent Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health,*;D015179,*;D006262,raw_human_phenotype
MDR_00910,gutm_disorder_human_phenotype,结直肠癌（CRC）,Leptotrichia,,leptotrichia,Leptotrichia,genus,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA399638; comparators=Mucosal samples;Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA399638,1.0,0.0,0.0,0.0,Mucosal samples;Health,Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health,*;D015179,*;D006262,raw_human_phenotype
MDR_00911,gutm_disorder_human_phenotype,结直肠癌（CRC）,Leptotrichiaceae,,leptotrichiaceae,Leptotrichiaceae,family,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA399638; comparators=Mucosal samples;Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA399638,1.0,0.0,0.0,0.0,Mucosal samples;Health,Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health,*;D015179,*;D006262,raw_human_phenotype
MDR_00912,gutm_disorder_human_phenotype,结直肠癌（CRC）,Methanobacteria,,methanobacteria,Methanobacteria,class,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB4176; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB4176,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00913,gutm_disorder_human_phenotype,结直肠癌（CRC）,Methanobacteriaceae,,methanobacteriaceae,Methanobacteriaceae,family,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB4176; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB4176,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00914,gutm_disorder_human_phenotype,结直肠癌（CRC）,Methanobacteriales,,methanobacteriales,Methanobacteriales,order,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB4176; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB4176,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00915,gutm_disorder_human_phenotype,结直肠癌（CRC）,Methanobrevibacter,,methanobrevibacter,Methanobrevibacter,genus,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB4176; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB4176,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00916,gutm_disorder_human_phenotype,结直肠癌（CRC）,Methanobrevibacter smithii,,methanobrevibactersmithii,Methanobrevibacter,species,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB4176; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB4176,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00917,gutm_disorder_human_phenotype,结直肠癌（CRC）,Monoglobus,,monoglobus,Monoglobus,genus,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA397219; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA397219,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D009765,raw_human_phenotype
MDR_00918,gutm_disorder_human_phenotype,结直肠癌（CRC）,Monoglobus pectinilyticus,,monoglobuspectinilyticus,Monoglobus,species,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA397219; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA397219,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D009765,raw_human_phenotype
MDR_00919,gutm_disorder_human_phenotype,结直肠癌（CRC）,Moraxellaceae,,moraxellaceae,Moraxellaceae,family,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA399638; comparators=Mucosal samples;Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA399638,1.0,0.0,0.0,0.0,Mucosal samples;Health,Adjacent Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health,*;D015179,*;D006262,raw_human_phenotype
MDR_00920,gutm_disorder_human_phenotype,结直肠癌（CRC）,Negativicutes,,negativicutes,Negativicutes,class,decrease; dominant_evidence=2; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA399638; comparators=Mucosal samples;Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA399638,2.0,0.0,0.0,0.0,Mucosal samples;Health,Adjacent Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health;Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health,*;D015179,*;D006262,raw_human_phenotype
MDR_00921,gutm_disorder_human_phenotype,结直肠癌（CRC）,Odoribacter,,odoribacter,Odoribacter,genus,increase; dominant_evidence=2; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; raw_human_phenotype; dominant_pmids=29687353; dominant_projects=PRJDB4176; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29687353,PRJDB4176,2.0,0.0,1.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,literature_human_phenotype;raw_human_phenotype
MDR_00922,gutm_disorder_human_phenotype,结直肠癌（CRC）,Odoribacter splanchnicus,,odoribactersplanchnicus,Odoribacter,species,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB4176; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB4176,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00923,gutm_disorder_human_phenotype,结直肠癌（CRC）,Odoribacteraceae,,odoribacteraceae,Odoribacteraceae,family,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB4176; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB4176,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00924,gutm_disorder_human_phenotype,结直肠癌（CRC）,Parabacteroides merdae,,parabacteroidesmerdae,Parabacteroides,species,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA397219; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA397219,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D009765,raw_human_phenotype
MDR_00925,gutm_disorder_human_phenotype,结直肠癌（CRC）,Paraprevotella,,paraprevotella,Paraprevotella,genus,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA397219; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA397219,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D009765,raw_human_phenotype
MDR_00926,gutm_disorder_human_phenotype,结直肠癌（CRC）,Paraprevotella xylaniphila,,paraprevotellaxylaniphila,Paraprevotella,species,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA397219; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA397219,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D009765,raw_human_phenotype
MDR_00927,gutm_disorder_human_phenotype,结直肠癌（CRC）,Parasutterella,,parasutterella,Parasutterella,genus,increase; dominant_evidence=2; dominant_projects=2; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,"gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJEB10878,PRJNA397219; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none",gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJEB10878;PRJNA397219,2.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262;D009765,raw_human_phenotype
