nt_code,microbe_label,species_label,species_name,species,strain,genus,family,phylum,matched_taxon_uri,matched_taxon_name,matched_query_name,strain_match_level,uniprot_accession,uniprot_protein_uri,uniprot_organism_name,uniprot_protein_name,ec_number,reviewed,enzyme_id,enzyme_name,annotation_match_mode
NT5010,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii (S2) DSM No.: 17677,,,,,,http://purl.uniprot.org/taxonomy/853,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,same_species,E2ZMI3,http://purl.uniprot.org/uniprot/E2ZMI3,Faecalibacterium cf. prausnitzii KLE1255,Phosphoesterase,3.1.4.-,False,ENZ005,carboxylesterase,name_keyword
NT5010,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii (S2) DSM No.: 17677,,,,,,http://purl.uniprot.org/taxonomy/853,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,same_species,E2ZMN1,http://purl.uniprot.org/uniprot/E2ZMN1,Faecalibacterium cf. prausnitzii KLE1255,"Fructose-1,6-bisphosphatase class 3",3.1.3.11,False,ENZ014,phosphatase,ec_prefix
NT5010,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii (S2) DSM No.: 17677,,,,,,http://purl.uniprot.org/taxonomy/853,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,same_species,E2ZNA8,http://purl.uniprot.org/uniprot/E2ZNA8,Faecalibacterium cf. prausnitzii KLE1255,protein-tyrosine-phosphatase,3.1.3.48,False,ENZ014,phosphatase,ec_prefix
NT5010,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii (S2) DSM No.: 17677,,,,,,http://purl.uniprot.org/taxonomy/853,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,same_species,E2ZNB0,http://purl.uniprot.org/uniprot/E2ZNB0,Faecalibacterium cf. prausnitzii KLE1255,peptidyl-tRNA hydrolase,3.1.1.29,False,ENZ005,carboxylesterase,ec_prefix
NT5010,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii (S2) DSM No.: 17677,,,,,,http://purl.uniprot.org/taxonomy/853,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,same_species,E2ZNC2,http://purl.uniprot.org/uniprot/E2ZNC2,Faecalibacterium cf. prausnitzii KLE1255,NAD(+) diphosphatase,3.6.1.22,False,ENZ014,phosphatase,name_keyword
NT5010,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii (S2) DSM No.: 17677,,,,,,http://purl.uniprot.org/taxonomy/853,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,same_species,E2ZNC4,http://purl.uniprot.org/uniprot/E2ZNC4,Faecalibacterium cf. prausnitzii KLE1255,8-oxo-dGTP diphosphatase,3.6.1.55,False,ENZ014,phosphatase,name_keyword
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2U7P6,http://purl.uniprot.org/uniprot/A0AAQ2U7P6,Roseburia intestinalis L1-82,beta-N-acetylhexosaminidase,3.2.1.52,False,ENZ015,mucin_glycosidase,name_keyword
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2U8E1,http://purl.uniprot.org/uniprot/A0AAQ2U8E1,Roseburia intestinalis L1-82,,3.1.1.72,False,ENZ005,carboxylesterase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2U8K2,http://purl.uniprot.org/uniprot/A0AAQ2U8K2,Roseburia intestinalis L1-82,,3.1.6.-,False,ENZ002,sulfatase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2U8M6,http://purl.uniprot.org/uniprot/A0AAQ2U8M6,Roseburia intestinalis L1-82,,3.5.1.28,False,ENZ006,amidase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2UA09,http://purl.uniprot.org/uniprot/A0AAQ2UA09,Roseburia intestinalis L1-82,asparaginase,3.5.1.1,False,ENZ006,amidase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2UAE4,http://purl.uniprot.org/uniprot/A0AAQ2UAE4,Roseburia intestinalis L1-82,Peptide deformylase,3.5.1.88,False,ENZ006,amidase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2UAK0,http://purl.uniprot.org/uniprot/A0AAQ2UAK0,Roseburia intestinalis L1-82,beta-galactosidase,3.2.1.23,False,ENZ009,beta_galactosidase,exact_ec
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2UAK0,http://purl.uniprot.org/uniprot/A0AAQ2UAK0,Roseburia intestinalis L1-82,beta-galactosidase,3.2.1.23,False,ENZ015,mucin_glycosidase,name_keyword
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2UB03,http://purl.uniprot.org/uniprot/A0AAQ2UB03,Roseburia intestinalis L1-82,,3.1.1.23,False,ENZ005,carboxylesterase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2UBA8,http://purl.uniprot.org/uniprot/A0AAQ2UBA8,Roseburia intestinalis L1-82,,3.1.3.23,False,ENZ014,phosphatase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2UBJ4,http://purl.uniprot.org/uniprot/A0AAQ2UBJ4,Roseburia intestinalis L1-82,protein-tyrosine-phosphatase,3.1.3.48,False,ENZ014,phosphatase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2UC43,http://purl.uniprot.org/uniprot/A0AAQ2UC43,Roseburia intestinalis L1-82,,3.5.1.46,False,ENZ006,amidase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2UC54,http://purl.uniprot.org/uniprot/A0AAQ2UC54,Roseburia intestinalis L1-82,,3.1.3.5,False,ENZ014,phosphatase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2UCF3,http://purl.uniprot.org/uniprot/A0AAQ2UCF3,Roseburia intestinalis L1-82,Undecaprenyl-diphosphatase,3.6.1.27,False,ENZ014,phosphatase,name_keyword
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2UDS0,http://purl.uniprot.org/uniprot/A0AAQ2UDS0,Roseburia intestinalis L1-82,,3.2.1.23,False,ENZ009,beta_galactosidase,exact_ec
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2UDT4,http://purl.uniprot.org/uniprot/A0AAQ2UDT4,Roseburia intestinalis L1-82,bis(5'-nucleosyl)-tetraphosphatase (symmetrical),3.6.1.41,False,ENZ014,phosphatase,name_keyword
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2UE37,http://purl.uniprot.org/uniprot/A0AAQ2UE37,Roseburia intestinalis L1-82,,3.2.1.23,False,ENZ009,beta_galactosidase,exact_ec
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2UEA3,http://purl.uniprot.org/uniprot/A0AAQ2UEA3,Roseburia intestinalis L1-82,NAD(+) diphosphatase,3.6.1.22,False,ENZ014,phosphatase,name_keyword
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2UEN3,http://purl.uniprot.org/uniprot/A0AAQ2UEN3,Roseburia intestinalis L1-82,,3.5.1.-,False,ENZ006,amidase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2UEV6,http://purl.uniprot.org/uniprot/A0AAQ2UEV6,Roseburia intestinalis L1-82,,3.2.1.23,False,ENZ009,beta_galactosidase,exact_ec
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2UF83,http://purl.uniprot.org/uniprot/A0AAQ2UF83,Roseburia intestinalis L1-82,Peptidyl-tRNA hydrolase,3.1.1.29,False,ENZ005,carboxylesterase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2UFJ1,http://purl.uniprot.org/uniprot/A0AAQ2UFJ1,Roseburia intestinalis L1-82,,3.5.1.-,False,ENZ006,amidase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2UFM3,http://purl.uniprot.org/uniprot/A0AAQ2UFM3,Roseburia intestinalis L1-82,,3.1.1.-,False,ENZ005,carboxylesterase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2UFT9,http://purl.uniprot.org/uniprot/A0AAQ2UFT9,Roseburia intestinalis L1-82,Pyridoxal 5'-phosphate synthase subunit PdxT,3.5.1.2,False,ENZ006,amidase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2UFX3,http://purl.uniprot.org/uniprot/A0AAQ2UFX3,Roseburia intestinalis L1-82,,3.1.3.18,False,ENZ014,phosphatase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2Z5X3,http://purl.uniprot.org/uniprot/A0AAQ2Z5X3,Roseburia intestinalis L1-82,Acylphosphatase,3.6.1.7,False,ENZ014,phosphatase,name_keyword
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2Z615,http://purl.uniprot.org/uniprot/A0AAQ2Z615,Roseburia intestinalis L1-82,,3.2.1.21,False,ENZ007,beta_glucosidase,exact_ec
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2Z6L0,http://purl.uniprot.org/uniprot/A0AAQ2Z6L0,Roseburia intestinalis L1-82,Beta-glucosidase,3.2.1.21,False,ENZ007,beta_glucosidase,exact_ec
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2Z6N3,http://purl.uniprot.org/uniprot/A0AAQ2Z6N3,Roseburia intestinalis L1-82,beta-galactosidase,3.2.1.23,False,ENZ009,beta_galactosidase,exact_ec
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2Z6N3,http://purl.uniprot.org/uniprot/A0AAQ2Z6N3,Roseburia intestinalis L1-82,beta-galactosidase,3.2.1.23,False,ENZ015,mucin_glycosidase,name_keyword
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2Z7U6,http://purl.uniprot.org/uniprot/A0AAQ2Z7U6,Roseburia intestinalis L1-82,Phosphoesterase,3.1.4.-,False,ENZ005,carboxylesterase,name_keyword
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2Z7V7,http://purl.uniprot.org/uniprot/A0AAQ2Z7V7,Roseburia intestinalis L1-82,alpha-L-rhamnosidase,3.2.1.40,False,ENZ008,alpha_rhamnosidase,exact_ec
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2Z800,http://purl.uniprot.org/uniprot/A0AAQ2Z800,Roseburia intestinalis L1-82,,3.2.1.21,False,ENZ007,beta_glucosidase,exact_ec
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2Z8C7,http://purl.uniprot.org/uniprot/A0AAQ2Z8C7,Roseburia intestinalis L1-82,choloylglycine hydrolase,3.5.1.24,False,ENZ006,amidase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2Z8C7,http://purl.uniprot.org/uniprot/A0AAQ2Z8C7,Roseburia intestinalis L1-82,choloylglycine hydrolase,3.5.1.24,False,ENZ010,bile_salt_hydrolase,exact_ec
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2Z8E9,http://purl.uniprot.org/uniprot/A0AAQ2Z8E9,Roseburia intestinalis L1-82,choloylglycine hydrolase,3.5.1.24,False,ENZ006,amidase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2Z8E9,http://purl.uniprot.org/uniprot/A0AAQ2Z8E9,Roseburia intestinalis L1-82,choloylglycine hydrolase,3.5.1.24,False,ENZ010,bile_salt_hydrolase,exact_ec
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,A0AAQ2Z9G3,http://purl.uniprot.org/uniprot/A0AAQ2Z9G3,Roseburia intestinalis L1-82,,3.2.1.23,False,ENZ009,beta_galactosidase,exact_ec
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,C7G5U6,http://purl.uniprot.org/uniprot/C7G5U6,Roseburia intestinalis L1-82,,3.5.1.28,False,ENZ006,amidase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,C7G5W8,http://purl.uniprot.org/uniprot/C7G5W8,Roseburia intestinalis L1-82,5'-nucleotidase SurE,3.1.3.5,False,ENZ014,phosphatase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,C7G5Y0,http://purl.uniprot.org/uniprot/C7G5Y0,Roseburia intestinalis L1-82,,3.1.3.3,False,ENZ014,phosphatase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,C7G6F6,http://purl.uniprot.org/uniprot/C7G6F6,Roseburia intestinalis L1-82,Phosphohexomutase,3.2.1.21,False,ENZ007,beta_glucosidase,exact_ec
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,C7G6F8,http://purl.uniprot.org/uniprot/C7G6F8,Roseburia intestinalis L1-82,,3.1.1.72,False,ENZ005,carboxylesterase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,C7G6G8,http://purl.uniprot.org/uniprot/C7G6G8,Roseburia intestinalis L1-82,Alpha-galactosidase,3.2.1.22,False,ENZ015,mucin_glycosidase,name_keyword
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,C7G6M3,http://purl.uniprot.org/uniprot/C7G6M3,Roseburia intestinalis L1-82,beta-N-acetylhexosaminidase,3.2.1.52,False,ENZ015,mucin_glycosidase,name_keyword
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,C7G6V7,http://purl.uniprot.org/uniprot/C7G6V7,Roseburia intestinalis L1-82,Imidazole glycerol phosphate synthase subunit HisH,3.5.1.2,False,ENZ006,amidase,ec_prefix
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,C7G6W6,http://purl.uniprot.org/uniprot/C7G6W6,Roseburia intestinalis L1-82,Alpha-galactosidase,3.2.1.22,False,ENZ015,mucin_glycosidase,name_keyword
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,C7G6W9,http://purl.uniprot.org/uniprot/C7G6W9,Roseburia intestinalis L1-82,Beta-glucuronidase,3.2.1.31,False,ENZ001,beta_glucuronidase,exact_ec
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,C7G6Y6,http://purl.uniprot.org/uniprot/C7G6Y6,Roseburia intestinalis L1-82,alpha-L-rhamnosidase,3.2.1.40,False,ENZ008,alpha_rhamnosidase,exact_ec
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,C7G6Z5,http://purl.uniprot.org/uniprot/C7G6Z5,Roseburia intestinalis L1-82,Beta-galactosidase,3.2.1.23,False,ENZ009,beta_galactosidase,exact_ec
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,C7G6Z5,http://purl.uniprot.org/uniprot/C7G6Z5,Roseburia intestinalis L1-82,Beta-galactosidase,3.2.1.23,False,ENZ015,mucin_glycosidase,name_keyword
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,C7G7E8,http://purl.uniprot.org/uniprot/C7G7E8,Roseburia intestinalis L1-82,Phosphoesterase,3.1.4.-,False,ENZ005,carboxylesterase,name_keyword
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,C7G7E9,http://purl.uniprot.org/uniprot/C7G7E9,Roseburia intestinalis L1-82,dITP/XTP pyrophosphatase,3.6.1.66,False,ENZ014,phosphatase,name_keyword
NT5011,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis (S1) DSM No.: 14610,Roseburia intestinalis,L1-82,Roseburia,Lachnospiraceae,Firmicutes,http://purl.uniprot.org/taxonomy/166486,Roseburia intestinalis,Roseburia intestinalis,same_species,C7G7F0,http://purl.uniprot.org/uniprot/C7G7F0,Roseburia intestinalis L1-82,,3.5.1.28,False,ENZ006,amidase,ec_prefix
